# galaxy_id rad[kpc] vobs[km/s] errv[km/s] mass[M_sun]
UGC00128_rotmod 51.26 132.00 4.67 1.12e+10
UGC00128_rotmod 53.75 125.00 5.95 1.12e+10
UGC06446_rotmod 0.58 31.30 6.30 8.76e+08
UGC06446_rotmod 1.16 54.80 5.80 8.76e+08
UGC06446_rotmod 1.74 61.10 4.10 8.76e+08
UGC06446_rotmod 2.33 63.90 4.10 8.76e+08
UGC06446_rotmod 2.91 67.20 4.10 8.76e+08
UGC06446_rotmod 3.49 70.40 3.60 8.76e+08
UGC06446_rotmod 4.07 73.70 3.60 8.76e+08
UGC06446_rotmod 4.65 78.00 4.10 8.76e+08
UGC06446_rotmod 5.23 80.80 4.10 8.76e+08
UGC06446_rotmod 5.81 80.50 3.60 8.76e+08
UGC06446_rotmod 6.40 81.30 3.60 8.76e+08
UGC06446_rotmod 6.98 82.10 4.60 8.76e+08
UGC06446_rotmod 7.62 82.80 4.60 8.76e+08
UGC06446_rotmod 8.28 84.90 5.50 8.76e+08
UGC06446_rotmod 8.90 84.30 5.50 8.76e+08
UGC06446_rotmod 9.52 83.20 7.00 8.76e+08
UGC06446_rotmod 10.22 80.10 10.80 8.76e+08
UGC09037_rotmod 2.43 62.20 5.69 5.69e+10
UGC09037_rotmod 3.65 88.20 3.85 5.69e+10
UGC09037_rotmod 4.86 107.00 4.42 5.69e+10
UGC09037_rotmod 6.08 120.00 3.93 5.69e+10
UGC09037_rotmod 7.29 124.00 5.15 5.69e+10
UGC09037_rotmod 8.51 128.00 4.29 5.69e+10
UGC09037_rotmod 9.73 133.00 5.36 5.69e+10
UGC09037_rotmod 10.96 138.00 6.78 5.69e+10
UGC09037_rotmod 12.19 143.00 6.42 5.69e+10
UGC09037_rotmod 13.41 146.00 5.40 5.69e+10
UGC09037_rotmod 14.55 148.00 4.50 5.69e+10
UGC09037_rotmod 15.78 154.00 4.46 5.69e+10
UGC09037_rotmod 17.00 158.00 4.02 5.69e+10
UGC09037_rotmod 18.23 159.00 5.07 5.69e+10
UGC09037_rotmod 19.46 160.00 7.33 5.69e+10
UGC09037_rotmod 20.69 158.00 7.82 5.69e+10
UGC09037_rotmod 21.92 155.00 8.07 5.69e+10
UGC09037_rotmod 23.14 156.00 7.93 5.69e+10
UGC09037_rotmod 24.28 154.00 9.09 5.69e+10
UGC09037_rotmod 25.51 150.00 13.40 5.69e+10
UGC09037_rotmod 26.73 141.00 20.10 5.69e+10
UGC09037_rotmod 27.96 152.00 16.00 5.69e+10
F568-3_rotmod 0.64 12.40 8.60 3.58e+09
F568-3_rotmod 1.18 21.90 6.20 3.58e+09
F568-3_rotmod 1.80 32.30 1.88 3.58e+09
F568-3_rotmod 2.03 37.90 6.20 3.58e+09
F568-3_rotmod 2.78 53.10 9.50 3.58e+09
F568-3_rotmod 3.00 62.40 11.00 3.58e+09
F568-3_rotmod 3.64 68.00 6.20 3.58e+09
F568-3_rotmod 4.19 78.00 7.98 3.58e+09
F568-3_rotmod 4.60 82.30 6.20 3.58e+09
F568-3_rotmod 5.14 85.70 6.30 3.58e+09
F568-3_rotmod 5.39 85.50 6.51 3.58e+09
F568-3_rotmod 6.31 89.50 15.60 3.58e+09
F568-3_rotmod 9.10 95.20 15.50 3.58e+09
F568-3_rotmod 10.17 97.50 6.20 3.58e+09
F568-3_rotmod 11.99 101.00 10.20 3.58e+09
F568-3_rotmod 14.02 107.00 10.70 3.58e+09
F568-3_rotmod 15.94 117.00 11.70 3.58e+09
F568-3_rotmod 17.98 120.00 12.00 3.58e+09
ESO563-G021_rotmod 0.45 18.90 9.78 2.40e+11
ESO563-G021_rotmod 1.34 58.30 10.50 2.40e+11
ESO563-G021_rotmod 2.23 74.10 5.69 2.40e+11
ESO563-G021_rotmod 3.12 119.00 4.27 2.40e+11
ESO563-G021_rotmod 4.01 141.00 3.76 2.40e+11
ESO563-G021_rotmod 4.90 195.00 4.54 2.40e+11
ESO563-G021_rotmod 5.79 227.00 4.20 2.40e+11
ESO563-G021_rotmod 6.69 246.00 4.24 2.40e+11
ESO563-G021_rotmod 7.58 268.00 5.56 2.40e+11
ESO563-G021_rotmod 8.47 283.00 2.96 2.40e+11
ESO563-G021_rotmod 10.23 291.00 9.81 2.40e+11
ESO563-G021_rotmod 12.06 310.00 4.74 2.40e+11
ESO563-G021_rotmod 13.44 310.00 20.40 2.40e+11
ESO563-G021_rotmod 15.18 310.00 16.10 2.40e+11
ESO563-G021_rotmod 16.83 314.00 13.50 2.40e+11
ESO563-G021_rotmod 18.56 317.00 12.70 2.40e+11
ESO563-G021_rotmod 20.30 319.00 10.40 2.40e+11
ESO563-G021_rotmod 21.94 318.00 10.80 2.40e+11
ESO563-G021_rotmod 23.68 317.00 9.30 2.40e+11
ESO563-G021_rotmod 25.41 317.00 7.23 2.40e+11
ESO563-G021_rotmod 27.06 312.00 8.39 2.40e+11
ESO563-G021_rotmod 28.80 312.00 8.37 2.40e+11
ESO563-G021_rotmod 30.53 311.00 11.50 2.40e+11
ESO563-G021_rotmod 32.18 310.00 14.50 2.40e+11
ESO563-G021_rotmod 33.91 313.00 15.90 2.40e+11
ESO563-G021_rotmod 35.65 320.00 8.83 2.40e+11
ESO563-G021_rotmod 37.30 321.00 7.88 2.40e+11
ESO563-G021_rotmod 39.03 320.00 8.00 2.40e+11
ESO563-G021_rotmod 40.76 315.00 9.82 2.40e+11
ESO563-G021_rotmod 42.41 312.00 9.07 2.40e+11
UGC12632_rotmod 0.71 24.10 7.55 1.02e+09
UGC12632_rotmod 1.42 33.60 5.02 1.02e+09
UGC12632_rotmod 2.14 44.80 3.38 1.02e+09
UGC12632_rotmod 2.85 54.40 2.90 1.02e+09
UGC12632_rotmod 3.55 57.40 2.89 1.02e+09
UGC12632_rotmod 4.26 61.40 3.44 1.02e+09
UGC12632_rotmod 4.97 63.80 3.64 1.02e+09
UGC12632_rotmod 5.69 65.50 3.82 1.02e+09
UGC12632_rotmod 6.40 67.60 3.54 1.02e+09
UGC12632_rotmod 7.11 69.20 2.91 1.02e+09
UGC12632_rotmod 7.82 70.30 2.79 1.02e+09
UGC12632_rotmod 8.52 71.40 2.93 1.02e+09
UGC12632_rotmod 9.25 73.20 3.00 1.02e+09
UGC12632_rotmod 9.95 73.00 2.81 1.02e+09
UGC12632_rotmod 10.66 73.10 2.79 1.02e+09
ESO444-G084_rotmod 0.26 18.30 1.80 6.00e+07
ESO444-G084_rotmod 0.77 35.30 3.00 6.00e+07
ESO444-G084_rotmod 1.29 47.80 4.63 6.00e+07
ESO444-G084_rotmod 1.81 52.80 1.26 6.00e+07
ESO444-G084_rotmod 2.32 58.00 3.11 6.00e+07
ESO444-G084_rotmod 3.39 63.10 1.35 6.00e+07
ESO444-G084_rotmod 4.44 62.70 7.36 6.00e+07
UGC09992_rotmod 0.78 28.10 5.66 2.73e+08
UGC09992_rotmod 1.55 31.30 5.66 2.73e+08
UGC09992_rotmod 2.34 33.00 5.66 2.73e+08
UGC09992_rotmod 3.12 33.40 5.66 2.73e+08
UGC09992_rotmod 3.89 34.30 5.66 2.73e+08
NGC0801_rotmod 1.17 123.00 6.20 2.04e+11
NGC0801_rotmod 1.56 142.00 6.20 2.04e+11
NGC0801_rotmod 1.96 205.00 6.20 2.04e+11
NGC0801_rotmod 2.73 228.00 6.20 2.04e+11
NGC0801_rotmod 3.52 238.00 6.20 2.04e+11
NGC0801_rotmod 10.59 229.00 4.20 2.04e+11
NGC0801_rotmod 17.65 225.00 6.90 2.04e+11
NGC0801_rotmod 24.61 220.00 4.00 2.04e+11
NGC0801_rotmod 31.67 222.00 2.40 2.04e+11
NGC0801_rotmod 38.74 219.00 4.10 2.04e+11
NGC0801_rotmod 45.80 214.00 4.70 2.04e+11
NGC0801_rotmod 52.86 216.00 2.60 2.04e+11
NGC0801_rotmod 59.82 216.00 8.80 2.04e+11
NGC6674_rotmod 2.50 206.00 75.00 2.06e+11
NGC6674_rotmod 7.49 285.00 8.00 2.06e+11
NGC6674_rotmod 12.54 291.00 7.00 2.06e+11
NGC6674_rotmod 17.45 274.00 5.00 2.06e+11
NGC6674_rotmod 22.47 266.00 4.00 2.06e+11
NGC6674_rotmod 27.48 255.00 2.00 2.06e+11
NGC6674_rotmod 32.50 250.00 2.00 2.06e+11
NGC6674_rotmod 37.51 242.00 2.00 2.06e+11
NGC6674_rotmod 42.42 237.00 2.00 2.06e+11
NGC6674_rotmod 47.44 235.00 2.00 2.06e+11
NGC6674_rotmod 52.45 236.00 2.00 2.06e+11
NGC6674_rotmod 57.47 242.00 2.00 2.06e+11
NGC6674_rotmod 62.48 246.00 2.00 2.06e+11
NGC6674_rotmod 67.40 242.00 4.00 2.06e+11
NGC6674_rotmod 72.41 242.00 5.00 2.06e+11
NGC5985_rotmod 3.54 223.00 8.00 1.62e+11
NGC5985_rotmod 4.23 230.00 6.13 1.62e+11
NGC5985_rotmod 4.97 248.00 5.10 1.62e+11
NGC5985_rotmod 5.74 258.00 6.60 1.62e+11
NGC5985_rotmod 6.47 263.00 7.00 1.62e+11
NGC5985_rotmod 7.22 272.00 6.25 1.62e+11
NGC5985_rotmod 8.02 287.00 4.01 1.62e+11
NGC5985_rotmod 8.79 289.00 7.25 1.62e+11
NGC5985_rotmod 9.50 292.00 6.93 1.62e+11
NGC5985_rotmod 10.27 302.00 10.40 1.62e+11
NGC5985_rotmod 11.08 302.00 10.30 1.62e+11
NGC5985_rotmod 11.82 304.00 10.40 1.62e+11
NGC5985_rotmod 12.56 303.00 10.40 1.62e+11
NGC5985_rotmod 13.39 305.00 10.10 1.62e+11
NGC5985_rotmod 14.10 300.00 8.78 1.62e+11
NGC5985_rotmod 14.93 295.00 9.72 1.62e+11
NGC5985_rotmod 15.64 294.00 5.32 1.62e+11
NGC5985_rotmod 16.35 290.00 5.32 1.62e+11
NGC5985_rotmod 17.18 291.00 4.03 1.62e+11
NGC5985_rotmod 17.89 286.00 3.25 1.62e+11
NGC5985_rotmod 18.72 287.00 3.61 1.62e+11
NGC5985_rotmod 19.44 294.00 3.35 1.62e+11
NGC5985_rotmod 20.26 290.00 3.75 1.62e+11
NGC5985_rotmod 20.98 288.00 3.04 1.62e+11
NGC5985_rotmod 21.69 290.00 6.40 1.62e+11
NGC5985_rotmod 22.52 294.00 4.19 1.62e+11
NGC5985_rotmod 23.23 297.00 4.12 1.62e+11
NGC5985_rotmod 24.06 293.00 5.15 1.62e+11
NGC5985_rotmod 24.77 291.00 6.21 1.62e+11
NGC5985_rotmod 25.95 297.00 4.00 1.62e+11
NGC5985_rotmod 28.92 292.00 4.00 1.62e+11
NGC5985_rotmod 31.76 288.00 4.00 1.62e+11
NGC5985_rotmod 34.72 285.00 4.00 1.62e+11
NGC4085_rotmod 0.87 42.20 7.30 1.72e+10
NGC4085_rotmod 1.74 79.90 5.90 1.72e+10
NGC4085_rotmod 2.71 112.00 6.20 1.72e+10
NGC4085_rotmod 3.58 127.00 4.90 1.72e+10
NGC4085_rotmod 4.45 130.00 4.90 1.72e+10
NGC4085_rotmod 5.32 133.00 4.50 1.72e+10
NGC4085_rotmod 6.20 136.00 7.40 1.72e+10
NGC6789_rotmod 0.10 13.90 3.84 3.67e+07
NGC6789_rotmod 0.30 29.90 3.92 3.67e+07
NGC6789_rotmod 0.51 46.70 4.10 3.67e+07
NGC6789_rotmod 0.71 60.40 9.40 3.67e+07
F579-V1_rotmod 0.42 35.70 9.10 6.90e+09
F579-V1_rotmod 1.47 83.30 9.30 6.90e+09
F579-V1_rotmod 2.11 94.20 10.40 6.90e+09
F579-V1_rotmod 2.84 97.60 9.10 6.90e+09
F579-V1_rotmod 3.90 101.00 9.10 6.90e+09
F579-V1_rotmod 4.74 105.00 16.70 6.90e+09
F579-V1_rotmod 5.69 106.00 9.10 6.90e+09
F579-V1_rotmod 6.32 108.00 11.50 6.90e+09
F579-V1_rotmod 7.37 110.00 23.00 6.90e+09
F579-V1_rotmod 8.21 112.00 19.70 6.90e+09
F579-V1_rotmod 9.16 113.00 9.10 6.90e+09
F579-V1_rotmod 10.85 114.00 9.10 6.90e+09
F579-V1_rotmod 12.21 114.00 9.10 6.90e+09
F579-V1_rotmod 15.16 114.00 11.20 6.90e+09
UGC02455_rotmod 0.50 16.90 3.64 2.63e+09
UGC02455_rotmod 1.00 23.90 3.64 2.63e+09
UGC02455_rotmod 1.51 28.20 3.64 2.63e+09
UGC02455_rotmod 2.01 33.00 3.64 2.63e+09
UGC02455_rotmod 2.52 39.10 3.64 2.63e+09
UGC02455_rotmod 3.02 43.80 3.64 2.63e+09
UGC02455_rotmod 3.52 53.10 3.64 2.63e+09
UGC02455_rotmod 4.03 61.00 3.64 2.63e+09
UGC09133_rotmod 0.32 284.00 34.70 2.13e+11
UGC09133_rotmod 0.63 282.00 18.80 2.13e+11
UGC09133_rotmod 0.95 281.00 12.60 2.13e+11
UGC09133_rotmod 1.26 280.00 10.60 2.13e+11
UGC09133_rotmod 1.58 280.00 10.80 2.13e+11
UGC09133_rotmod 1.89 279.00 7.67 2.13e+11
UGC09133_rotmod 2.21 279.00 11.20 2.13e+11
UGC09133_rotmod 2.52 279.00 4.45 2.13e+11
UGC09133_rotmod 2.84 279.00 5.03 2.13e+11
UGC09133_rotmod 3.15 279.00 4.26 2.13e+11
UGC09133_rotmod 3.47 279.00 4.14 2.13e+11
UGC09133_rotmod 3.79 279.00 5.73 2.13e+11
UGC09133_rotmod 4.10 280.00 4.52 2.13e+11
UGC09133_rotmod 4.42 280.00 4.86 2.13e+11
UGC09133_rotmod 4.73 280.00 1.59 2.13e+11
UGC09133_rotmod 5.05 281.00 1.85 2.13e+11
UGC09133_rotmod 5.36 282.00 4.81 2.13e+11
UGC09133_rotmod 5.68 282.00 20.30 2.13e+11
UGC09133_rotmod 5.99 283.00 12.80 2.13e+11
UGC09133_rotmod 6.31 284.00 8.08 2.13e+11
UGC09133_rotmod 6.62 284.00 7.81 2.13e+11
UGC09133_rotmod 6.94 285.00 10.40 2.13e+11
UGC09133_rotmod 7.57 286.00 6.82 2.13e+11
UGC09133_rotmod 7.89 287.00 13.40 2.13e+11
UGC09133_rotmod 8.20 287.00 10.50 2.13e+11
UGC09133_rotmod 8.31 288.00 2.93 2.13e+11
UGC09133_rotmod 8.52 288.00 5.58 2.13e+11
UGC09133_rotmod 8.83 288.00 5.74 2.13e+11
UGC09133_rotmod 9.15 288.00 7.00 2.13e+11
UGC09133_rotmod 9.78 289.00 12.70 2.13e+11
UGC09133_rotmod 10.10 289.00 3.89 2.13e+11
UGC09133_rotmod 11.04 288.00 5.02 2.13e+11
UGC09133_rotmod 11.36 288.00 3.39 2.13e+11
UGC09133_rotmod 11.67 288.00 10.70 2.13e+11
UGC09133_rotmod 13.57 285.00 4.07 2.13e+11
UGC09133_rotmod 13.88 284.00 8.92 2.13e+11
UGC09133_rotmod 14.20 284.00 5.69 2.13e+11
UGC09133_rotmod 16.61 278.00 9.14 2.13e+11
UGC09133_rotmod 19.35 273.00 6.10 2.13e+11
UGC09133_rotmod 22.19 269.00 2.26 2.13e+11
UGC09133_rotmod 24.92 265.00 1.32 2.13e+11
UGC09133_rotmod 27.66 262.00 3.15 2.13e+11
UGC09133_rotmod 30.50 257.00 4.71 2.13e+11
UGC09133_rotmod 33.23 252.00 4.96 2.13e+11
UGC09133_rotmod 35.96 247.00 2.58 2.13e+11
UGC09133_rotmod 38.80 242.00 2.52 2.13e+11
UGC09133_rotmod 41.54 238.00 2.30 2.13e+11
UGC09133_rotmod 44.27 235.00 0.63 2.13e+11
UGC09133_rotmod 47.11 236.00 1.40 2.13e+11
UGC09133_rotmod 49.84 239.00 2.07 2.13e+11
UGC09133_rotmod 52.58 242.00 2.63 2.13e+11
UGC09133_rotmod 55.42 245.00 1.64 2.13e+11
UGC09133_rotmod 58.15 247.00 1.31 2.13e+11
UGC09133_rotmod 60.89 246.00 2.14 2.13e+11
UGC09133_rotmod 63.62 243.00 4.00 2.13e+11
UGC09133_rotmod 66.46 239.00 4.67 2.13e+11
UGC09133_rotmod 69.19 234.00 5.12 2.13e+11
UGC09133_rotmod 71.93 230.00 2.10 2.13e+11
UGC09133_rotmod 74.77 228.00 1.32 2.13e+11
UGC09133_rotmod 77.50 228.00 1.60 2.13e+11
UGC09133_rotmod 80.23 227.00 3.16 2.13e+11
UGC09133_rotmod 83.07 226.00 3.48 2.13e+11
UGC09133_rotmod 85.81 224.00 3.71 2.13e+11
UGC09133_rotmod 88.54 222.00 1.49 2.13e+11
UGC09133_rotmod 91.38 222.00 1.18 2.13e+11
UGC09133_rotmod 94.12 224.00 1.22 2.13e+11
UGC09133_rotmod 99.69 227.00 2.80 2.13e+11
UGC09133_rotmod 108.31 229.00 4.12 2.13e+11
UGC08550_rotmod 0.49 25.00 2.04 2.79e+08
UGC08550_rotmod 0.97 42.50 2.70 2.79e+08
UGC08550_rotmod 1.47 48.00 2.15 2.79e+08
UGC08550_rotmod 1.95 49.20 2.08 2.79e+08
UGC08550_rotmod 2.44 50.40 2.06 2.79e+08
UGC08550_rotmod 2.92 51.60 2.04 2.79e+08
UGC08550_rotmod 3.41 53.20 2.00 2.79e+08
UGC08550_rotmod 3.89 55.10 2.05 2.79e+08
UGC08550_rotmod 4.39 57.80 2.24 2.79e+08
UGC08550_rotmod 4.88 57.30 2.00 2.79e+08
UGC08550_rotmod 5.36 57.50 2.00 2.79e+08
NGC6195_rotmod 1.33 175.00 13.60 2.38e+11
NGC6195_rotmod 2.34 237.00 3.65 2.38e+11
NGC6195_rotmod 3.33 247.00 3.81 2.38e+11
NGC6195_rotmod 4.34 242.00 3.56 2.38e+11
NGC6195_rotmod 5.35 240.00 4.20 2.38e+11
NGC6195_rotmod 6.34 233.00 4.59 2.38e+11
NGC6195_rotmod 7.34 233.00 4.63 2.38e+11
NGC6195_rotmod 8.32 247.00 6.41 2.38e+11
NGC6195_rotmod 9.34 248.00 7.64 2.38e+11
NGC6195_rotmod 10.38 242.00 9.05 2.38e+11
NGC6195_rotmod 11.36 252.00 12.50 2.38e+11
NGC6195_rotmod 12.34 245.00 8.72 2.38e+11
NGC6195_rotmod 13.32 247.00 4.44 2.38e+11
NGC6195_rotmod 14.30 238.00 9.29 2.38e+11
NGC6195_rotmod 15.47 249.00 9.98 2.38e+11
NGC6195_rotmod 16.35 250.00 6.15 2.38e+11
NGC6195_rotmod 17.92 253.00 6.96 2.38e+11
NGC6195_rotmod 19.10 258.00 15.40 2.38e+11
NGC6195_rotmod 22.52 254.00 6.51 2.38e+11
NGC6195_rotmod 26.05 256.00 7.73 2.38e+11
NGC6195_rotmod 29.48 255.00 8.50 2.38e+11
NGC6195_rotmod 33.00 244.00 5.75 2.38e+11
NGC6195_rotmod 36.43 246.00 4.24 2.38e+11
NGC2998_rotmod 0.33 90.00 20.00 9.80e+10
NGC2998_rotmod 0.99 125.00 15.00 9.80e+10
NGC2998_rotmod 1.98 148.00 15.00 9.80e+10
NGC2998_rotmod 2.64 180.00 17.00 9.80e+10
NGC2998_rotmod 3.63 201.00 15.00 9.80e+10
NGC2998_rotmod 7.59 206.00 10.00 9.80e+10
NGC2998_rotmod 12.50 214.00 5.00 9.80e+10
NGC2998_rotmod 17.48 212.00 5.00 9.80e+10
NGC2998_rotmod 22.46 213.00 2.00 9.80e+10
NGC2998_rotmod 27.44 214.00 2.00 9.80e+10
NGC2998_rotmod 32.32 213.00 2.00 9.80e+10
NGC2998_rotmod 37.30 213.00 3.00 9.80e+10
NGC2998_rotmod 42.28 203.00 3.00 9.80e+10
UGC02023_rotmod 0.76 15.10 8.69 6.30e+08
UGC02023_rotmod 1.51 28.00 8.69 6.30e+08
UGC02023_rotmod 2.27 37.60 8.69 6.30e+08
UGC02023_rotmod 3.03 47.90 8.69 6.30e+08
UGC02023_rotmod 3.78 58.80 8.69 6.30e+08
NGC6015_rotmod 0.34 35.50 2.10 2.61e+10
NGC6015_rotmod 0.67 62.40 4.20 2.61e+10
NGC6015_rotmod 1.00 90.70 3.80 2.61e+10
NGC6015_rotmod 1.32 104.00 2.00 2.61e+10
NGC6015_rotmod 1.65 105.00 2.40 2.61e+10
NGC6015_rotmod 1.98 108.00 2.00 2.61e+10
NGC6015_rotmod 2.31 116.00 2.30 2.61e+10
NGC6015_rotmod 2.63 130.00 3.30 2.61e+10
NGC6015_rotmod 2.96 141.00 2.20 2.61e+10
NGC6015_rotmod 3.28 146.00 1.60 2.61e+10
NGC6015_rotmod 3.61 150.00 1.40 2.61e+10
NGC6015_rotmod 3.94 152.00 1.10 2.61e+10
NGC6015_rotmod 4.27 155.00 1.30 2.61e+10
NGC6015_rotmod 4.60 152.00 1.80 2.61e+10
NGC6015_rotmod 4.94 150.00 2.40 2.61e+10
NGC6015_rotmod 5.30 147.00 5.50 2.61e+10
NGC6015_rotmod 5.63 145.00 3.80 2.61e+10
NGC6015_rotmod 5.96 152.00 4.10 2.61e+10
NGC6015_rotmod 6.27 149.00 1.40 2.61e+10
NGC6015_rotmod 8.24 149.00 4.00 2.61e+10
NGC6015_rotmod 10.30 146.00 4.00 2.61e+10
NGC6015_rotmod 11.13 149.00 3.20 2.61e+10
NGC6015_rotmod 11.95 152.00 2.80 2.61e+10
NGC6015_rotmod 12.72 153.00 2.40 2.61e+10
NGC6015_rotmod 13.58 156.00 2.20 2.61e+10
NGC6015_rotmod 14.43 158.00 2.80 2.61e+10
NGC6015_rotmod 15.29 158.00 3.10 2.61e+10
NGC6015_rotmod 16.02 159.00 3.80 2.61e+10
NGC6015_rotmod 16.88 161.00 3.60 2.61e+10
NGC6015_rotmod 17.73 163.00 4.00 2.61e+10
NGC6015_rotmod 18.59 162.00 4.80 2.61e+10
NGC6015_rotmod 19.32 164.00 5.70 2.61e+10
NGC6015_rotmod 20.18 165.00 7.00 2.61e+10
NGC6015_rotmod 21.04 166.00 6.30 2.61e+10
NGC6015_rotmod 21.89 163.00 7.00 2.61e+10
NGC6015_rotmod 22.63 159.00 8.50 2.61e+10
NGC6015_rotmod 23.48 155.00 9.10 2.61e+10
NGC6015_rotmod 24.34 154.00 8.00 2.61e+10
NGC6015_rotmod 25.19 149.00 5.40 2.61e+10
NGC6015_rotmod 25.93 153.00 3.10 2.61e+10
NGC6015_rotmod 26.78 156.00 3.00 2.61e+10
NGC6015_rotmod 27.64 151.00 9.40 2.61e+10
NGC6015_rotmod 28.37 158.00 7.70 2.61e+10
NGC6015_rotmod 29.23 152.00 3.40 2.61e+10
UGC07603_rotmod 0.34 19.60 2.89 3.41e+08
UGC07603_rotmod 0.68 32.50 2.89 3.41e+08
UGC07603_rotmod 1.02 41.90 2.89 3.41e+08
UGC07603_rotmod 1.37 50.60 2.89 3.41e+08
UGC07603_rotmod 1.71 57.00 2.89 3.41e+08
UGC07603_rotmod 2.05 60.50 2.89 3.41e+08
UGC07603_rotmod 2.39 60.50 2.89 3.41e+08
UGC07603_rotmod 2.74 60.00 2.89 3.41e+08
UGC07603_rotmod 3.08 61.50 2.89 3.41e+08
UGC07603_rotmod 3.42 61.50 2.89 3.41e+08
UGC07603_rotmod 3.76 63.00 2.89 3.41e+08
UGC07603_rotmod 4.11 64.00 2.89 3.41e+08
UGC02487_rotmod 9.93 377.00 10.30 4.71e+11
UGC02487_rotmod 10.05 377.00 19.70 4.71e+11
UGC02487_rotmod 10.35 378.00 10.80 4.71e+11
UGC02487_rotmod 15.07 367.00 10.70 4.71e+11
UGC02487_rotmod 20.09 364.00 6.67 4.71e+11
UGC02487_rotmod 25.12 375.00 6.19 4.71e+11
UGC02487_rotmod 30.14 383.00 3.82 4.71e+11
UGC02487_rotmod 35.17 378.00 2.21 4.71e+11
UGC02487_rotmod 40.19 364.00 4.00 4.71e+11
UGC02487_rotmod 45.21 349.00 3.00 4.71e+11
UGC02487_rotmod 50.24 338.00 3.08 4.71e+11
UGC02487_rotmod 55.26 332.00 2.19 4.71e+11
UGC02487_rotmod 60.28 330.00 1.61 4.71e+11
UGC02487_rotmod 65.31 329.00 2.20 4.71e+11
UGC02487_rotmod 70.33 330.00 3.53 4.71e+11
UGC02487_rotmod 75.35 332.00 13.40 4.71e+11
UGC02487_rotmod 80.38 333.00 15.30 4.71e+11
F565-V2_rotmod 1.26 21.70 10.00 4.28e+08
F565-V2_rotmod 2.51 40.30 10.00 4.28e+08
F565-V2_rotmod 3.78 57.70 7.00 4.28e+08
F565-V2_rotmod 5.03 68.50 7.00 4.28e+08
F565-V2_rotmod 6.29 73.50 7.00 4.28e+08
F565-V2_rotmod 7.54 78.50 5.00 4.28e+08
F565-V2_rotmod 8.80 83.10 6.00 4.28e+08
NGC5055_rotmod 0.72 125.00 17.60 1.25e+11
NGC5055_rotmod 1.43 162.00 8.50 1.25e+11
NGC5055_rotmod 2.16 178.00 5.22 1.25e+11
NGC5055_rotmod 2.87 193.00 1.88 1.25e+11
NGC5055_rotmod 3.59 192.00 3.59 1.25e+11
NGC5055_rotmod 4.30 190.00 0.97 1.25e+11
NGC5055_rotmod 5.03 195.00 0.99 1.25e+11
NGC5055_rotmod 5.75 201.00 0.45 1.25e+11
NGC5055_rotmod 6.46 204.00 0.81 1.25e+11
NGC5055_rotmod 7.18 204.00 0.65 1.25e+11
NGC5055_rotmod 7.91 206.00 0.66 1.25e+11
NGC5055_rotmod 8.62 206.00 1.54 1.25e+11
NGC5055_rotmod 11.49 206.00 1.90 1.25e+11
NGC5055_rotmod 14.30 206.00 0.42 1.25e+11
NGC5055_rotmod 17.19 203.00 4.19 1.25e+11
NGC5055_rotmod 20.07 200.00 1.23 1.25e+11
NGC5055_rotmod 22.96 194.00 4.09 1.25e+11
NGC5055_rotmod 25.85 188.00 5.20 1.25e+11
NGC5055_rotmod 28.74 184.00 1.16 1.25e+11
NGC5055_rotmod 31.62 182.00 2.47 1.25e+11
NGC5055_rotmod 34.51 180.00 3.85 1.25e+11
NGC5055_rotmod 37.40 181.00 8.43 1.25e+11
NGC5055_rotmod 40.29 180.00 4.55 1.25e+11
NGC5055_rotmod 43.17 179.00 0.44 1.25e+11
NGC5055_rotmod 45.92 179.00 1.96 1.25e+11
NGC5055_rotmod 48.81 179.00 2.99 1.25e+11
NGC5055_rotmod 51.70 174.00 3.39 1.25e+11
NGC5055_rotmod 54.59 172.00 4.84 1.25e+11
F583-4_rotmod 0.22 10.70 4.90 1.33e+09
F583-4_rotmod 0.76 24.70 4.90 1.33e+09
F583-4_rotmod 1.31 38.90 4.90 1.33e+09
F583-4_rotmod 1.94 42.70 7.89 1.33e+09
F583-4_rotmod 3.92 55.00 4.90 1.33e+09
F583-4_rotmod 4.35 57.20 4.90 1.33e+09
F583-4_rotmod 5.00 59.80 4.90 1.33e+09
F583-4_rotmod 5.05 62.50 3.43 1.33e+09
F583-4_rotmod 5.83 61.80 3.98 1.33e+09
F583-4_rotmod 6.09 64.40 4.90 1.33e+09
F583-4_rotmod 6.74 67.20 4.90 1.33e+09
F583-4_rotmod 7.29 69.90 4.90 1.33e+09
UGC07524_rotmod 0.35 14.40 2.82 1.61e+09
UGC07524_rotmod 0.69 24.40 3.97 1.61e+09
UGC07524_rotmod 1.03 29.20 3.26 1.61e+09
UGC07524_rotmod 1.38 32.90 3.73 1.61e+09
UGC07524_rotmod 1.72 37.80 3.41 1.61e+09
UGC07524_rotmod 2.07 42.00 3.12 1.61e+09
UGC07524_rotmod 2.41 45.10 2.92 1.61e+09
UGC07524_rotmod 2.76 47.60 2.79 1.61e+09
UGC07524_rotmod 3.10 52.30 2.78 1.61e+09
UGC07524_rotmod 3.45 57.30 2.78 1.61e+09
UGC07524_rotmod 3.79 61.40 2.93 1.61e+09
UGC07524_rotmod 4.14 64.50 3.42 1.61e+09
UGC07524_rotmod 4.48 66.40 4.53 1.61e+09
